category_length,price_width,rating_length,stock_width,class
0.2479707349868323,0.23010731229418177,-0.16492395099532,-0.7222094720969267,-1.5755252035146194
0.2479707349868323,-0.6397571074321129,2.0302353519232366,-0.7222094720969267,0.6218211351762436
0.2479707349868323,-0.30647705209151493,-0.8262944933293994,-0.7222094720969267,-1.5755252035146194
0.2479707349868323,-0.027063950429532992,-0.4524729186384056,-0.7222094720969267,0.27848576975579625
0.2479707349868323,-1.0665223920601152,-0.8262944933293994,1.3846398290741213,-0.47685203416918787
0.2479707349868323,-0.47398590159534,-0.8262944933293994,-0.7222094720969267,-1.094855691925993
0.2479707349868323,-1.4661804354821044,1.2019921690631958,-0.7222094720969267,0.8964894275126015
-2.5225270386418224,0.7781601248824227,2.2022004730012634,1.3846398290741213,1.6518272314375857
-2.5225270386418224,-0.7328948079861068,0.4493930794617411,-0.7222094720969267,1.5831601583534962
0.2479707349868323,-1.5370762970978313,1.930180280602305,-0.7222094720969267,0.0038174774194383947
-2.5225270386418224,-1.2979765285114584,0.6542410875424441,-0.7222094720969267,-1.094855691925993
-2.5225270386418224,-0.38710371824273365,2.131309995454223,-0.7222094720969267,1.1711577198489593
0.2479707349868323,0.9845921925282153,0.680395970212928,-0.7222094720969267,0.7591552813444226
0.2479707349868323,1.2268197197152817,-0.6205928433993279,-0.7222094720969267,-0.06484959566465107
-1.137278151827495,1.26643799532407,-0.8262944933293994,-0.7222094720969267,-1.4381910573464405
-2.5225270386418224,1.0600059276782776,0.7188564371115156,-0.7222094720969267,1.1024906467648699
-1.137278151827495,1.540638165984896,1.0580970576456457,-0.7222094720969267,-0.13351666874874055
0.2479707349868323,-1.2979765285114584,1.5282262679056704,-0.7222094720969267,0.827822354428512
1.6332196218011596,-0.9799877374409194,-0.8262944933293994,-0.7222094720969267,0.07248455050352787
-1.137278151827495,-1.0779908402626592,-0.8262944933293994,-0.7222094720969267,-1.3008569111782615
0.2479707349868323,0.2443559903640092,-0.8262944933293994,-0.7222094720969267,0.6904882082603331
0.2479707349868323,-1.2979765285114584,-0.8262944933293994,1.3846398290741213,-0.33951788800100896
0.2479707349868323,-0.24670210994492184,0.13440222639498178,-0.7222094720969267,0.9651565005966909
1.6332196218011596,-1.5565379061688152,0.5222885245149222,-0.7222094720969267,1.1024906467648699
0.2479707349868323,0.7385418492736341,-0.8262944933293994,-0.7222094720969267,0.6218211351762436
0.2479707349868323,1.2275147771821027,-0.8262944933293994,-0.7222094720969267,-1.094855691925993
